Title,Authors,DOI,DOI link,Venue,Citation count,Year
A review of representation and similarity measurement methods for geospatial scenes,"Yanyao Yuan, Fenghua Liu, Guan Yang, Miao Wang",10.1080/13658816.2025.2563697,https://doi.org/10.1080/13658816.2025.2563697,International Journal of Geographical Information Science,0,2025
A systematic literature review on current developments of low code-no code solutions in the IT sector,Firoz Mohammed Ozman,10.30574/wjaets.2025.14.3.0072,https://doi.org/10.30574/wjaets.2025.14.3.0072,World Journal of Advanced Engineering Technology and Sciences,2,2025
Deep Reinforcement Learning in Continuous Control: Advances and Challenges,"Buze Ke, Tianqi Qiu, Yikai Shen",10.1051/itmconf/20257801021,https://doi.org/10.1051/itmconf/20257801021,ITM Web of Conferences,0,2025
Exploring the Techniques for Crowd Video Summarization: A Comprehensive Survey,"Anshy Singh, Manoj Kumar",10.1109/ISCON57294.2023.10112044,https://doi.org/10.1109/ISCON57294.2023.10112044,2023 6th International Conference on Information Systems and Computer Networks (ISCON),0,2023
"MVC in machine learning: a decade of algorithmic advances, challenges, and applications–a systematic review","Pankaj Kumar, Rashmi Agrawal",10.11591/eei.v14i6.11137,https://doi.org/10.11591/eei.v14i6.11137,Bulletin of Electrical Engineering and Informatics,0,2025
A COMPREHENSIVE REVIEW OF MACHINE LEARNING AND DEEP LEARNING APPLICATIONS IN CYBERSECURITY: AN INTERDISCIPLINARY APPROACH,"Ms Roopesh, Nourin Nishat, Imran Arif, Ammar Ejaz Bajwa",10.69593/ajsteme.v4i04.118,https://doi.org/10.69593/ajsteme.v4i04.118,"ACADEMIC JOURNAL ON SCIENCE, TECHNOLOGY, ENGINEERING &amp; MATHEMATICS EDUCATION",3,2024
Data Harmonization for Heterogeneous Datasets: A Systematic Literature Review,"Ganesh M. Kumar, S. Basri, A. A. Imam, S. A. Khowaja, Luiz Fernando Capretz, A. Balogun",10.3390/app11178275,https://doi.org/10.3390/app11178275,Applied Sciences,56,2021
"AI-driven Mining 4.0: A Systematic Review of Smart, Sustainable, and Autonomous Technologies across the Mining Lifecycle","Maaz A. Ali, Mohammed Izeldeen Mohammed Ali, Abazr A. Osman",10.9734/cjast/2025/v44i64564,https://doi.org/10.9734/cjast/2025/v44i64564,Current Journal of Applied Science and Technology,0,2025
Deep learning technology for construction machinery and robotics,"Ke You, Cheng Zhou, Lieyun Ding",10.1016/j.autcon.2023.104852,https://doi.org/10.1016/j.autcon.2023.104852,Automation in Construction,32,2023
Exploring the Potential of Deep Learning for Personalized Learning Environments,"Fadhla Junus, Sean Brophy",10.18260/1-2--43641,https://doi.org/10.18260/1-2--43641,2023 ASEE Annual Conference &amp; Exposition Proceedings,0,-
Computational Architectures for Precision Dairy Nutrition Digital Twins: A Technical Review and Implementation Framework,"Shreya Rao, S. Neethirajan",10.3390/s25164899,https://doi.org/10.3390/s25164899,Italian National Conference on Sensors,1,2025
Deep Learning Algorithms for Personalized Services and Enhanced User Experience in Libraries: A Systematic Review,"Haziah Sa’ari, Mohd Dasuki, Sahak, Stan Skrzeszewskis",-,-,-,8,-
Multi-Modal Deep Learning Diagnosis of Parkinson’s Disease—A Systematic Review,"Vasileios Skaramagkas, Anastasia Pentari, Z. Kefalopoulou, M. Tsiknakis",10.1109/TNSRE.2023.3277749,https://doi.org/10.1109/TNSRE.2023.3277749,IEEE transactions on neural systems and rehabilitation engineering,51,2023
Applications and Platform Designs of Intelligent Sensing Technologies in Agriculture: A Systematic Review,"Jiuhong Yu, Tianying Jiang, Bu Li, Jianhua Zhu",10.17706/jsw.20.1.1-23,https://doi.org/10.17706/jsw.20.1.1-23,Journal of Software,0,2025
Systematic Review of Emerging Deep Learning approaches for Crop Diseases detection,"V.VasukiRohinidevi, Deeban Chakravarthy, Dr.S.Prem, Kumar Deepak",10.1109/ICCPCT61902.2024.10672910,https://doi.org/10.1109/ICCPCT61902.2024.10672910,"International Conference on Circuit, Power and Computing Technologies",1,2024
Blockchain technology research and application: a systematic literature review and future trends,"Min An, Qiyuan Fan, Hao Yu, Haiyang Zhao",10.47852/bonviewJDSIS32021403,https://doi.org/10.47852/bonviewJDSIS32021403,Journal of Data Science and Intelligent Systems,5,2023
The Evolution and Future of Medical Robotic Diagnostics,Zihan Zhao,10.1051/itmconf/20257802021,https://doi.org/10.1051/itmconf/20257802021,ITM Web of Conferences,0,2025
Research on product-service systems: topic landscape and future trends,"F. Barravecchia, F. Franceschini, L. Mastrogiacomo, Mohamed Zaki",10.1108/JMTM-04-2020-0164,https://doi.org/10.1108/JMTM-04-2020-0164,-,27,2021
Semi-supervised learning models for document classification: A systematic review and meta-analysis,"Alex Cevallos-Culqui, C. Pons, Gustavo Rodríguez",10.4114/intartif.vol26iss72pp81-111,https://doi.org/10.4114/intartif.vol26iss72pp81-111,Inteligencia Artif.,2,2023
"Deep Learning for Smart Cities: Innovations, Challenges, and Future Directions","Nasir Abdul Jalit, Mikkay Wong Ei Leen, Narishah Mohamed Salleh, N. A. Jafry",10.1109/SMART63170.2024.10815243,https://doi.org/10.1109/SMART63170.2024.10815243,SMART,0,2024
Synthesizing Six Years of AR/VR Research: A Systematic Review of Machine and Deep Learning Applications,"S. Asish, Bhoj B. Karki, KC Bharat, Niloofar Kolahchi, Shaon Sutradhar",10.1109/VR59515.2025.00042,https://doi.org/10.1109/VR59515.2025.00042,IEEE Conference on Virtual Reality and 3D User Interfaces,3,2025
The Applications of Internet of Things in Architectural Heritage Preservation,"Shuyi Li, Ke Du, Wei Xu, Ying Cao",10.1109/ISCTech60480.2023.00091,https://doi.org/10.1109/ISCTech60480.2023.00091,2023 11th International Conference on Information Systems and Computing Technology (ISCTech),1,2023
Person Re-Identification using Deep Learning Networks: A Systematic Review,"Ankit Yadav, D. Vishwakarma",-,-,arXiv.org,14,2020
Deep Learning for LiDAR Point Clouds in Autonomous Driving: A Review,"Ying Li, Lingfei Ma, Zilong Zhong, Fei Liu, Dongpu Cao, Jonathan Li, M. Chapman",10.1109/TNNLS.2020.3015992,https://doi.org/10.1109/TNNLS.2020.3015992,IEEE Transactions on Neural Networks and Learning Systems,490,2020
Systematic Review on Chatbot Techniques and Applications,"Dong-Min Park, Seong-Soo Jeong, Yeong-Seok Seo",10.3745/JIPS.04.0232,https://doi.org/10.3745/JIPS.04.0232,Journal of Information Processing Systems,22,2022
The Use of Deep Learning in Open Learning: A Systematic Review (2019 to 2023),"Odiel Estrada-Molina, J. Mena, Alexander López-Padrón",10.19173/irrodl.v25i3.7756,https://doi.org/10.19173/irrodl.v25i3.7756,International Review of Research in Open and Distance Learning,7,2024
Effective Graph Based Vertex Cover Algorithm Using Multi-document Node Summarizations,"Mohammad Rashid Hussain, Ayman Qahmash, Salem Alelyani, M. Alsaqer",10.1109/CSDE50874.2020.9411596,https://doi.org/10.1109/CSDE50874.2020.9411596,2020 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),2,2020
State-of-the-Art Techniques for Real-Time Monitoring of Urban Flooding: A Review,"Jiayi Song, Zhiyu Shao, Ziyi Zhan, Lei Chen",10.3390/w16172476,https://doi.org/10.3390/w16172476,Water,14,2024
Machine Learning-Based Fuzz Testing Techniques: A Survey,"Ao Zhang, Yiying Zhang, Yao Xu, Cong Wang, Siwei Li",10.1109/ACCESS.2023.3347652,https://doi.org/10.1109/ACCESS.2023.3347652,IEEE Access,8,2024
Evolving Strategies in Machine Learning: A Systematic Review of Concept Drift Detection,"Gurgen Hovakimyan, J. Bravo",10.3390/info15120786,https://doi.org/10.3390/info15120786,Information,4,2024
FAKE REVIEW IDENTIFICATION USING VARIOUS KINDS OF NEURAL NETWORKS – A SYSTEMATIC REVIEW,"Dr.Rajani Sajjan, Pratik Bhangale, P. Desai",10.26562/irjcs.2022.v0909.01,https://doi.org/10.26562/irjcs.2022.v0909.01,International Research Journal of Computer Science,0,2022
Artificial Intelligence techniques based on the integration of symbolic logic and deep neural networks: A systematic review of the literature,"P. Negro, Claudia Pons",10.4114/intartif.vol25iss69pp13-41,https://doi.org/10.4114/intartif.vol25iss69pp13-41,Inteligencia Artif.,9,2022
A systematic review on deep learning architectures and applications,"A. Khamparia, Karan Singh",10.1111/exsy.12400,https://doi.org/10.1111/exsy.12400,Expert Syst. J. Knowl. Eng.,105,2019
Weed mapping using UAV imagery and AI techniques: current trends and challenges,"M. C. Tosin, A. Merotto Júnior, Estéfani Sulzbach, Ismael Scheeren, M. Bagavathiannan, Catarine Markus",10.1002/ps.70151,https://doi.org/10.1002/ps.70151,Pest Management Science,0,2025
"Agricultural Image Processing: Challenges, Advances, and Future Trends","Xuehua Song, Letian Yan, Sihan Liu, Tong Gao, Li Han, Xiaoming Jiang, Hua Jin, Yi Zhu",10.3390/app15169206,https://doi.org/10.3390/app15169206,Applied Sciences,2,2025
Optimizing healthcare system by amalgamation of text processing and deep learning: a systematic review,"S. Rani, Amit Jain",10.1007/s11042-023-15539-y,https://doi.org/10.1007/s11042-023-15539-y,Multim. Tools Appl.,3,2023
Advancements in Deep Learning: A Systematic Review of its Techniques and Methodologies,"Megha Kapalia, Amanpreet Kaur, Neha Sharma",10.1109/ICISC65841.2025.11187611,https://doi.org/10.1109/ICISC65841.2025.11187611,International Conference on Information Security and Cryptology,0,2025
Machine Learning in Sustainable Agriculture: Systematic Review and Research Perspectives,"J. Botero-Valencia, Vanessa García-Pineda, Alejandro Valencia-Arías, Jackeline Valencia, Erick Reyes-Vera, M. Mejia-Herrera, R. Hernández-García",10.3390/agriculture15040377,https://doi.org/10.3390/agriculture15040377,Agriculture,24,2025
Current Status and Challenges in Usability Evaluation Research on Human–Machine Interaction in Intelligent Vehicles: A Systematic Review,"Datao Zhou, Xiaofang Yuan, Yidi Sun, Yu Wu",10.3390/app15179384,https://doi.org/10.3390/app15179384,Applied Sciences,0,2025
AI in Turnover Risk Assessment: Early Warning Algorithms and Employee Retention Strategies,Zvezdilin Anatoly,10.37547/tajmei/volume07issue08-04,https://doi.org/10.37547/tajmei/volume07issue08-04,The American Journal of Management and Economics Innovations,0,2025
IoT architectural concerns: a systematic review,"A. Gill, Vahid Behbood, R. Ramadan-Jradi, G. Beydoun",10.1145/3018896.3025166,https://doi.org/10.1145/3018896.3025166,International Conference on Intelligent Cloud Computing,14,2017
Distributed Denial of Services: Detection and Prevention,"Dr. Prashanth M V, Chethan M N, M. Chinthan, Anushri R K, Lasya M",10.55041/ijsrem39677,https://doi.org/10.55041/ijsrem39677,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,0,2024
Application Review of Network Attack Detection Based on Deep Learning,"Yixuan Liu, Jiaohang Yu",10.62051/9dg86559,https://doi.org/10.62051/9dg86559,Transactions on Computer Science and Intelligent Systems Research,0,2025
Mining Online Author’s Publication to Report the Core Research Domain with PubMed MeSH Terms: a Systematic Review for a Journal,"Chien Cheng Huang, T. Chien",10.31031/oabb.2018.01.000515,https://doi.org/10.31031/oabb.2018.01.000515,-,0,2018
Educational Data Mining: A Systematic Review on the Applications of Classical Methods and Deep Learning Until 2022,"Bui Duc Trung, Ngo Tung Son, Nguyen Duy Tung, Kieu Anh Son, Bui Ngoc Anh, Phan Truong Lam",10.1109/ISIEA58478.2023.10212273,https://doi.org/10.1109/ISIEA58478.2023.10212273,IEEE Symposium on Industrial Electronics and Applications,1,2023
Prediction of Medical Pathologies: A Systematic Review and Proposed Approach,"Chaimae Taoussi, I. Hafidi, A. Metrane",10.3991/ijoe.v21i02.52639,https://doi.org/10.3991/ijoe.v21i02.52639,Int. J. Online Biomed. Eng.,0,2025
Deep learning for surgical instrument recognition and segmentation in robotic-assisted surgeries: a systematic review,"F. Ahmed, Mahmoud Yousef, Mariam Ali Ahmed, H. Ali, Anns Mahboob, Hazrat Ali, Zubair Shah, Omar Aboumarzouk, Abdulla A Al-Ansari, S. Balakrishnan",10.1007/s10462-024-10979-w,https://doi.org/10.1007/s10462-024-10979-w,Artificial Intelligence Review,16,2024
Deep Learning Applications in Drug-Target Interaction Prediction: A Systematic Review,Nezar Hindi,10.55248/gengpi.6.0125.0626,https://doi.org/10.55248/gengpi.6.0125.0626,International Journal of Research Publication and Reviews,0,2025
Implication of IoT and its impact on library services: An overview,"Muhammad Kabir Khan, A. Ullah",10.63544/ijss.v3i2.94,https://doi.org/10.63544/ijss.v3i2.94,Inverge Journal of Social Sciences,1,2024
FROM INSIGHT TO IMPACT: THE EVOLUTION OF DATA-DRIVEN DECISION MAKING IN THE AGE OF AI,Paras Doshi,10.5121/ijaia.2025.16306,https://doi.org/10.5121/ijaia.2025.16306,International Journal of Artificial Intelligence &amp; Applications,0,2025
Cross-Modal Retrieval: A Systematic Review of Methods and Future Directions,"Lei Zhu, Tianshi Wang, Fengling Li, Jingjing Li, Zheng Zhang, H. Shen",10.1109/JPROC.2024.3525147,https://doi.org/10.1109/JPROC.2024.3525147,Proceedings of the IEEE,71,2023
A systematic review of similar Questions Retrieval Approaches,"Swati Khodke, S. Dhande",10.33130/ajct.2023v09i02.006,https://doi.org/10.33130/ajct.2023v09i02.006,Asian journal of convergence in technology,0,2023
"Exploring the Fusion of Enterprise Architecture, Blockchain, and AI in Digital Governance: A Systematic Review","Musawer Hakimi, Mohammad Shuaib Zarinkhail, Sayed Zabihullah Musawi",10.35870/ijsecs.v4i2.2832,https://doi.org/10.35870/ijsecs.v4i2.2832,International Journal Software Engineering and Computer Science (IJSECS),6,2024
The Application of Machine Learning and Deep Learning in Intelligent Transportation: A Scientometric Analysis and Qualitative Review of Research Trends,"Junkai Zhang, Jun Wang, Haoyu Zang, Ning Ma, Martin Skitmore, Ziyi Qu, Greg Skulmoski, Jianli Chen",10.3390/su16145879,https://doi.org/10.3390/su16145879,Sustainability,14,2024
Brain tumor segmentation with deep learning: Current approaches and future perspectives,"Akash Verma, Arun Kumar Yadav",10.1016/j.jneumeth.2025.110424,https://doi.org/10.1016/j.jneumeth.2025.110424,Journal of Neuroscience Methods,0,2025
A systematic review of deep learning methods for community detection in social networks,"Mohamed El-Moussaoui, Mohamed Hanine, Ali Kartit, Mónica Gracia Villar, Helena Garay, Isabel de la Torre Díez",10.3389/frai.2025.1572645,https://doi.org/10.3389/frai.2025.1572645,Frontiers in Artificial Intelligence,0,2025
BIBLIOMETRIC MAPPING PUBLICATIONS OF SCIENTIFIC WORK OF INFORMATION SYSTEMS LECTURER AT UIN SYARIF HIDAYATULLAH JAKARTA ON GOOGLE SCHOLAR SYSTEMATIC REVIEW USING RESEARCH RABBIT,"Elvi Fetrina, Murni Damayanti",10.32520/jupel.v6i1.2848,https://doi.org/10.32520/jupel.v6i1.2848,JURNAL PERANGKAT LUNAK,0,2024
A systematic review and research perspective on recommendation systems,Tanuja Taware,10.71097/ijsat.v16.i2.6422,https://doi.org/10.71097/ijsat.v16.i2.6422,International Journal for Sciences and Technology,1,2025
Machine learning and deep learning for user authentication and authorization in cybersecurity: A state-of-the-art review,"Zinniya Taffannum Pritee, Md. Mehedi Hasan Anik, Saida Binta Alam, Jamin Rahman Jim, M. Kabir, M. F. Mridha",10.1016/j.cose.2024.103747,https://doi.org/10.1016/j.cose.2024.103747,Computers & security,6,2024
"Advancements in Recommender Systems: A Comprehensive Analysis Based on Data, Algorithms, and Evaluation","Xin Ma, Mingyue Li, Xuguang Liu",10.48550/arXiv.2407.18937,https://doi.org/10.48550/arXiv.2407.18937,International Journal of Industrial Optimization,6,2024
A review of research on driving distraction based on bibliometrics and co-occurrence: Focus on driving distraction recognition methods.,"Huimin Ge, Y. Bo, Hui Sun, Mingqiang Zheng, Ying Lu",10.1016/j.jsr.2022.06.002,https://doi.org/10.1016/j.jsr.2022.06.002,Journal of Safety Research,9,2022
Combinatorial Analysis of Deep Learning and Machine Learning Video Captioning Studies: A Systematic Literature Review,"Tanzila Kehkashan, A. Alsaeedi, Wael M. S. Yafooz, Nor Azman Ismail, Arafat Al-dhaqm",10.1109/ACCESS.2024.3357980,https://doi.org/10.1109/ACCESS.2024.3357980,IEEE Access,4,2024
Advances in Neuroimaging and Deep Learning for Emotion Detection: A Systematic Review of Cognitive Neuroscience and Algorithmic Innovations,"C. Halkiopoulos, E. Gkintoni, Anthimos Aroutzidis, H. Antonopoulou",10.3390/diagnostics15040456,https://doi.org/10.3390/diagnostics15040456,Diagnostics,28,2025
A SYSTEMATIC REVIEW OF INTELLIGENT SUPPORT SYSTEMS FOR STRATEGIC DECISION-MAKING USING HUMAN-AI INTERACTION IN ENTERPRISE PLATFORMS,"Md Arifur Rahman, Md Shakawat Hossain, Abdul Awal Mintoo, Siful Islam",10.63125/a5yh1293,https://doi.org/10.63125/a5yh1293,American Journal of Advanced Technology and Engineering Solutions,0,2025
"Social Recommendation for Social Networks Using Deep Learning Approach: A Systematic Review, Taxonomy, Issues, and Future Directions","Muhammad Alrashidi, A. Selamat, R. Ibrahim, O. Krejcar",10.1109/ACCESS.2023.3276988,https://doi.org/10.1109/ACCESS.2023.3276988,IEEE Access,11,2023
Systematic mapping of automated reviewer recommendation solutions,"Guillermo Omar Decoppet, Patricia Silvana San Martín",10.24215/16666038.24.e16,https://doi.org/10.24215/16666038.24.e16,Journal of Computational Science and Technology,1,2024
Advanced Persistent Threat intelligent profiling technique: A survey,"Binhui Tang, Junfeng Wang, Zhongkun Yu, Bohan Chen, Wenhan Ge, Jian Yu, Tingting Lv",10.1016/j.compeleceng.2022.108261,https://doi.org/10.1016/j.compeleceng.2022.108261,Computers & electrical engineering,18,2022
Banking fintech adoption: Systematic review with bibliometric and content analysis,"Muhammad Asifa, Farhan Sarwar, Lodhi Nawaz, Rida Akbar",10.5937/sjm19-46743,https://doi.org/10.5937/sjm19-46743,Serbian Journal of Management,3,2024
The 2022 SLAS technology ten: Translating life sciences innovation.,E. Chow,10.1016/j.slast.2022.01.001,https://doi.org/10.1016/j.slast.2022.01.001,SLAS technology,0,2022
Image Analysis Based on Heterogeneous Architectures for Precision Agriculture: A Systematic Literature Review,"Marco Pusdá-Chulde, Fausto A. Salazar-Fierro, Lucía Sandoval-Pillajo, Erick P. Herrera-Granda, Iván D. García-Santillán, A. De Giusti",10.1007/978-3-030-33614-1_4,https://doi.org/10.1007/978-3-030-33614-1_4,"Advances and Applications in Computer Science, Electronics and Industrial Engineering",9,2019
IOT IN SMART AGRICULTURE: A SYSTEMATIC REVIEW AND CLASSIFICATION OF TECHNIQUES AND GAPS,Pooja R,10.26483/ijarcs.v16i4.7314,https://doi.org/10.26483/ijarcs.v16i4.7314,International Journal of Advanced Research in Computer Science,0,2025
Multi-Task Deep Recommender Systems: A Survey,"Yuhao Wang, Ha T. Lam, Y. Wong, Ziru Liu, Xiang Zhao, Yichao Wang, Bo Chen, Huifeng Guo, Ruiming Tang",10.48550/arXiv.2302.03525,https://doi.org/10.48550/arXiv.2302.03525,arXiv.org,60,2023
From Conventional Methods to Large Language Models: A Systematic Review of Techniques in Mobile App Review Analysis,"Nimasha Arambepola, Waruni Lalendra Wimalasena, Lankeshwara Munasinghe",10.28945/5491,https://doi.org/10.28945/5491,"Interdisciplinary Journal of Information, Knowledge, and Management",1,2025
A Systematic Review of The Literature on the TechnologyIts ‎Application and Integration Needs,"Zulkieflimansyah, Muammar Khadafie, Dzulfikar Ahmad Furqon",10.14419/4t6x0421,https://doi.org/10.14419/4t6x0421,International Journal of Accounting and Economics Studies,0,2025
Towards more precise automatic analysis: a systematic review of deep learning-based multi-organ segmentation,"Xiaoyu Liu, Linhao Qu, Ziyue Xie, Jiayue Zhao, Yonghong Shi, Zhijian Song",10.1186/s12938-024-01238-8,https://doi.org/10.1186/s12938-024-01238-8,BioMedical Engineering OnLine,25,2024
A Bibliometric Perspective on Research of Personalized Recommendation Systems and the Filter Bubble Effect in 2024,-,10.53797/jthkks.v5i2.4.2024,https://doi.org/10.53797/jthkks.v5i2.4.2024,Journal of Technology and Humanities,0,2024
Extractive text summarization system to aid data extraction from full text in systematic review development,"D. Bui, G. Fiol, John F. Hurdle, Siddhartha R. Jonnalagadda",10.1016/j.jbi.2016.10.014,https://doi.org/10.1016/j.jbi.2016.10.014,Journal of Biomedical Informatics,62,2016
Identity Card Presentation Attack Detection: A Systematic Review,"Esteban M. Ruiz, Juan E. Tapia, Reinel T. Soto, Christoph Busch",-,-,-,0,2025
Systematic Literature Review of Machine Learning Models for Detecting DDoS Attacks in IoT Networks,"Marcos Luengo Viñuela, Jesús-Ángel Román Gallego",10.14201/adcaij.31919,https://doi.org/10.14201/adcaij.31919,Advances in Distributed Computing and Artificial Intelligence Journal,1,2024
Future libraries' blockchain opportunities and challenges: a systematic literature review and research agenda,"Faiza Bashir, N. Warraich",10.1108/dlp-08-2022-0065,https://doi.org/10.1108/dlp-08-2022-0065,Digital Library Perspectives,5,2023
Mapping Artificial Intelligence in Education Research: a Network‐based Keyword Analysis,"Shihui Feng, N. Law",10.1007/s40593-021-00244-4,https://doi.org/10.1007/s40593-021-00244-4,International Journal of Artificial Intelligence in Education,52,2021
A Systematic Review on Literature-based Discovery,"M. Thilakaratne, K. Falkner, Thushari Atapattu",10.1145/3365756,https://doi.org/10.1145/3365756,ACM Computing Surveys,30,2019
New Insights Towards Developing Recommender Systems,"M. Taghavi, J. Bentahar, Kaveh Bakhtiyari, C. Hanachi",10.1093/comjnl/bxx056,https://doi.org/10.1093/comjnl/bxx056,Computer/law journal,22,2018
A Survey of Source Code Search: A 3-Dimensional Perspective,"Weisong Sun, Chunrong Fang, Yifei Ge, Yuling Hu, Yuchen Chen, Quanjun Zhang, Xiuting Ge, Yang Liu, Zhenyu Chen",10.48550/arXiv.2311.07107,https://doi.org/10.48550/arXiv.2311.07107,ACM Transactions on Software Engineering and Methodology,15,2023
"The RapiD and SecuRe AI enhAnced DiaGnosis, Precision Medicine and Patient EmpOwerment Centered Decision Support System for Coronavirus PaNdemics Initial graph based upon existing knowledge",-,-,-,-,0,2021
Advances in Artificial Intelligence-Based Depression Diagnosis: A Systematic Review,"Liangguo Wang, Jiaqian Wu",10.62762/tetai.2025.416797,https://doi.org/10.62762/tetai.2025.416797,ICCK Transactions on Emerging Topics in Artificial Intelligence,0,2024
A SYSTEMATIC REVIEW OF THE APPLICATION OF ARTIFICIAL INTELLIGENCE TECHNIQUES IN THE DEVELOPMENT OF SMART WEARABLE DEVICE APPLICATIONS,"Nguyen Thi Dung, Nguyen Thu Phuong, Doan Ngoc Phuong",10.56824/vujs.2025a081a,https://doi.org/10.56824/vujs.2025a081a,Vinh University Journal of Science,0,2025
"Advancements in Natural Language Processing: Implications, Challenges, and Future Directions","Supriyono, A. Wibawa, Suyono, Fachrul Kurniawan",10.1016/j.teler.2024.100173,https://doi.org/10.1016/j.teler.2024.100173,Telematics and Informatics Reports,63,2024
Scientific landscape on opportunities and challenges of large language models and natural language processing,"Rachel Edita O. Roxas, Reginald Neil C. Recario",10.11591/ijeecs.v36.i1.pp252-263,https://doi.org/10.11591/ijeecs.v36.i1.pp252-263,Indonesian Journal of Electrical Engineering and Computer Science,3,2024
Cost-effectiveness of Microsoft Academic Graph with machine learning for automated study identification in a living map of coronavirus disease 2019 (COVID-19) research.,"I. Shemilt, Anneliese Arno, James Thomas, T. Lorenc, Claire Khouja, G. Raine, K. Sutcliffe, D'Souza Preethy, Irene Kwan, K. Wright, A. Sowden",10.12688/wellcomeopenres.17141.1,https://doi.org/10.12688/wellcomeopenres.17141.1,Wellcome Open Research,11,2021
A Systematic Review of Deep Learning Approaches to Educational Data Mining,"Antonio Hernández-Blanco, Boris Herrera-Flores, D. Tomás, Borja Navarro-Colorado",10.1155/2019/1306039,https://doi.org/10.1155/2019/1306039,Complex,184,2019
Deep Learning for the Diagnosis and Treatment of Thyroid Cancer: A Review.,"Rili Gao, Shangqing Mai, Song Wang, Wuqiang Hu, Zhangqi Chang, Guozhi Wu, Haixia Guan",10.1016/j.eprac.2025.07.020,https://doi.org/10.1016/j.eprac.2025.07.020,Endocrine Practice,1,2025
Artificial Intelligence in Education: Computational Approaches and Challenges,"Zhiting Qi, Shuhong Peng, Jing Wang, Cheng Jiang",10.1145/3768740.3768777,https://doi.org/10.1145/3768740.3768777,"Proceedings of the 2025 International Conference on Simulation, Modeling and Big Data",0,2025
SDN-Enabled IoT Security Frameworks—A Review of Existing Challenges,"Sandipan Rakeshkumar Mishra, Bharanidharan Shanmugam, Kheng Cher Yeo, Suresh Thennadil",10.3390/technologies13030121,https://doi.org/10.3390/technologies13030121,Technologies,5,2025
Survey on Digital Sovereignty and Identity: From Digitization to Digitalization,"Kheng-Leong Tan, Chi-Hung Chi, Kwok-Yan Lam",10.1145/3616400,https://doi.org/10.1145/3616400,ACM Computing Surveys,27,2023
An Iterative Systematic Analytical Review of Advanced Deep Learning Models for Grape Disease Detection,"Prashant G. Aher1, Vikrant Sabnis2, Jay Kumar Jain3",10.52783/anvi.v28.3506,https://doi.org/10.52783/anvi.v28.3506,Advances in Nonlinear Variational Inequalities,0,2025
"A systematic review of rolling bearing fault diagnoses based on deep learning and transfer learning: Taxonomy, overview, application, open challenges, weaknesses and recommendations","Mohammed Hakim, A. A. B. Omran, A. Ahmed, M. Al-Waily, Abdallah Abdellatif",10.1016/j.asej.2022.101945,https://doi.org/10.1016/j.asej.2022.101945,Ain Shams Engineering Journal,212,2022
Knowledge Mapping of Human Activity Recognition Techniques for Assistive Living (A Systematic Review),"Preeti Agarwal, Mansaf Alam",10.2174/2210327913666230911113149,https://doi.org/10.2174/2210327913666230911113149,International Journal of Sensors Wireless Communications and Control,0,2023
Vision Transformers: State of the Art and Research Challenges,"Bo Ruan, Hong-Han Shuai, Wen-Huang Cheng",10.48550/arXiv.2207.03041,https://doi.org/10.48550/arXiv.2207.03041,arXiv.org,26,2022
"Digital Language Services: Evolution, Challenges, Opportunities, and Ethical Implications",Kerr Yann,10.30564/fls.v6i6.7372,https://doi.org/10.30564/fls.v6i6.7372,Forum for Linguistic Studies,0,2024
Feature selection-based web application defect prediction: a systematic review,"Sihan Chen, Wanchun Jiang",10.1108/ijwis-05-2025-0132,https://doi.org/10.1108/ijwis-05-2025-0132,International Journal of Web Information Systems,0,2025
Vertical Farming Perspectives in Support of Precision Agriculture Using Artificial Intelligence: A Review,"R. Siregar, K. Seminar, S. Wahjuni, E. Santosa",10.3390/computers11090135,https://doi.org/10.3390/computers11090135,De Computis,51,2022
The Role of Deep Learning in Spinal Lesion Detection: A Systematic Review,"Lisha Guo, Haibo Yang, Jing Zhang, Huizhao Wu, Mingdi Zhu, Yirui Zheng, Yifan Liu, Peihong Han, Menghan Zhao, Yanru Wu",10.1109/CISP-BMEI64163.2024.10906258,https://doi.org/10.1109/CISP-BMEI64163.2024.10906258,"2024 17th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",0,2024
Brain-Computer Interfaces and AI Segmentation in Neurosurgery: A Systematic Review of Integrated Precision Approaches,"Sayantan Ghosh, Padmanabhan Sindhujaa, D. Kesavan, Balázs Gulyás, Domokos Máthé",10.3390/surgeries6030050,https://doi.org/10.3390/surgeries6030050,Surgeries,4,2025
Research hotspots and path evolution of generative AI development--A Bibliometric Analysis Based on CiteSpace,"Xiao-Gang Xiong, Meng-Ting Zeng",10.1145/3704289.3704300,https://doi.org/10.1145/3704289.3704300,International Conference on Big Data and Education,0,2024
Artificial Intelligence in Food Safety: A Decade Review and Bibliometric Analysis,"Zhe Liu, Shuzhe Wang, Yudong Zhang, Yichen Feng, Jiajia Liu, Hengde Zhu",10.3390/foods12061242,https://doi.org/10.3390/foods12061242,Foods,103,2023
Improving Students' Academic Performance with AI and Semantic Technologies,Yi-Hua Cheng,-,-,-,3,2022
